name,latitude,longitude,2013,2014,2015,2016,2017,2018,2019
Hammock Solar,26.6926,-81.325,,,,,3.6470000000000000,158.083,157.053
Hampden,42.0447,-72.4388,,,,5.929,4.0840000000000000,4.87,5.4030000000000000
Hampden Solar PV,42.0457,-72.4593,,,,,,,0.131
Hampshire College Hybrid,42.3769,-72.4691,,,,,0,0,4.764
Hampton Solar 2,32.881,-81.136,,,,,0.9530000000000000,28.768,41.788000000000000
Hampton Solar I,32.879,-81.133,,,,,4.75,14.026,13.147
Hanford 1 and 2,36.3067,-119.6292,,1.6540000000000000,6.055,6.042,5.791,5.557,5.752
Hanover,40.0653,-74.5906,,,1.568,8.389,7.681,7.343,7.883
Hanover Solar  LLC,34.8009,-77.2138,,,,,,6.413,9.552
Happy Hollow CSG Hybrid,42.607,-72.0453,,,,,,,0.984
Happy Solar,35.3965,-78.5108,,,,7.478,7.836,7.3100000000000000,7.026
Hardison Farm Solar  LLC,35.8308,-77.0219,,,,1.659,10.136000000000000,9.234,9.527000000000000
Harmony,40.7553,-75.171,,,2.48,4.728,4.357,4.0600000000000000,4.431
Harrell's Hill Solar Center LLC,35.2119,-78.1008,,,0.004,9.871,9.708,8.92,9.193
Harwich Landfill,41.6961,-70.0919,,1.973,5.2700000000000000,5.84,5.562,5.364,5.728
Hastings Solar,44.7593,-92.8249,,,,0,6.319,8.623,7.486
Hatch Solar Energy Center I  LLC,32.63,-107.2597,8.225,7.993,6.9510000000000000,7.447,11.694,11.012,11.959
Hatfield Solar PV,42.41,-72.57,,,,,,0.8190000000000000,5.4990000000000000
Hattiesburg Solar Farm,31.2758,-89.3012,,,,,13.146,90.294,91.674
Haven Solar Project CSG,45.518,-94.122,,,,,,,1.057
Haynes Farm,35.5258,-81.2353,1.851,8.876,8.394,8.995000000000000,8.344,8.02,7.532
Haywood Farm Solar  LLC,35.343,-79.915,,,,,3.446,9.282,9.17
Haywood Solar,35.5775,-89.2869,,,,,0.028,6.263,6.361
Hayworth Solar,35.3253,-118.8786,,,2.265,59.224000000000000,61.267,60.864000000000000,64.022
Hazlehurst II,31.8194,-82.6022,,,,4.007,102.13,117.864,108.58200000000000
Hazlehurst III,31.8325,-82.6021,,,,,,,7.817
Heber Solar,32.7125,-115.5406,,18.881,26.464000000000000,25.925,26.136,25.648,26.019000000000000
Hecate Energy Beacon Solar 1,35.2694,-118.0144,,,,,101.652,143.041,137.922
Hecate Energy Beacon Solar 3,35.2531,-118.0147,,,,3.013,132.004,143.037,138.199
Hecate Energy Beacon Solar 4,35.2536,-118.0269,,,,9.137,115.791,125.337,122.915
Hecate Energy Blair Road LLC,30.286,-81.834,,,,,,6.784,6.863
Hector Farm,35.3762,-79.9097,,,,,9.811,9.258000000000000,9.034
Heedeh Solar,34.3087,-78.2215,,,,,,2.4050000000000000,7.368
Held Solar Project,45.5239,-94.2736,,,,,,0,3.738
Heller Industrial Parks,40.3739,-74.4892,3.468,3.466,3.595,4.758,3.362,3.1670000000000000,6.081
Hemlock Solar,36.4691,-77.5975,,,,,8.057,9.967,10.283
Henrietta Solar Project,36.2188,-119.8058,,,,132.13400000000000,250.124,254.37300000000000,236.393
Herbert Farm Solar,38.5456,-76.7994,8.812,8.544,8.467,8.89,8.629,8.09,8.524000000000000
Hertford Solar Farm,36.1303,-76.4909,,,,8.122,8.042,8.548,8.131
Hew Fulton Farm  LLC,34.784,-79.4745,,,,9.137,9.977,9.208,9.015
Hickory,34.8022,-78.0092,,,,,,,0.23500000000000000
Highland Solar Center LLC,35.3639,-77.4519,,,0.07,8.039,9.8,9.195,9.28
Highwater Solar I,35.4339,-77.99,,,0,6.007000000000000,9.822000000000000,9.658,9.731
Highway 56 Solar,33.6144,-96.6904,,,,,0,8.855,9.654
Hinton,35.4947,-98.3857,,,,,3.765,6.173,5.442
Holdrege Solar Center,40.8247,-96.8203,,,,3.981,7.179,6.728,6.523000000000000
Holland Solar,40.5997,-75.1086,,,,4.252,4.287,3.852,3.657
Holloman Solar Facility,32.9213,-106.0724,,,,,,1.975,12.261000000000000
Hollyfield,37.672,-77.1704,,,,,,6.017,32.08
Holstein Plant,34.7742,-79.3408,,,0.6970000000000000,32.938,39.041000000000000,34.027,34.591
Hood Farm Solar  LLC,35.205,-77.497,,,,,3.69,9.258000000000000,9.402000000000000
Hooper Solar,37.6919,-105.9908,,,5.224,124.418,125.358,127.547,123.382
Hope Farm Solar  LLC,41.7479,-71.5263,,,,,,,2.501
Horizon Solar Energy Center,29.6656,-82.0583,,,,,18.23,155.19400000000000,156.082
Howell Midland Farm  LLC,35.2257,-80.5431,,,0.431,8.955,9.414,8.874,8.938
Howell Solar,40.147,-74.1675,,,,9.09,11.598,11.052,11.825000000000000
Humacao,18.135,-65.817,,,,,,,
Hunt Farm Solar,42.5537,-72.2997,,3.6,3.7680000000000000,4.106,3.737,3.681,3.846
Hunt Road Solar,42.8298,-70.9602,,,,0,6.944,7.386,7.618
Huron Solar Station,36.1814,-120.0306,45.047000000000000,44.014,42.785000000000000,42.504,40.413000000000000,41.313,39.941
Husky Solar,36.2847,-79.5667,,,,0.273,8.681000000000000,8.353,8.844
Hutchinson Farm,35.2608,-81.5158,,0.451,9.556000000000000,10.685,10.141,6.806,9.043000000000000
Hwy 14 Holdco Solar CSG,44.0218,-92.5922,,,,,2.997,7.9430000000000000,7.517
Hyder II Hybrid,33.027,-113.3489,5.299,42.821,43.826,37.104,36.4,37.062,36.646
Hyder Solar Hybrid,33.0257,-113.344,41.43,41.99,42.004,40.655,38.483000000000000,37.78,37.173
Hyline Solar Center  LLC,44.1513,-117.0001,,,,0.645,17.361,20.363,20.222
IBM Solar,40.0383,-105.2449,,,,,,,6.445
ID Solar,43.444,-116.333,,,,26.219,88.678,97.248,94.128
IFF Hazlet,40.4382,-74.1601,,,,5.195,4.798,4.561,4.704
IFF Union Beach Project,40.4466,-74.1546,,,,,,,3.02
ILR Landfill,40.4705,-74.3836,,,,0,9.3,8.791,9.628
IMPA Anderson Solar Park,40.0516,-85.7371,,,,,6.731,6.583,6.881
IMPA Anderson Solar Park 2,40.1383,-85.6909,,,,,0.039,13.59,13.837
IMPA Crawfordsville Solar Park,40.0531,-86.8872,,,1.184,4.612,4.497,3.882,3.11
IMPA Peru Solar Park,40.7678,-86.0456,,,1.311,4.358,4.548,4.135,3.981
IMPA Washington Solar Park,38.6535,-87.2092,,,,1.353,5.686,5.057,4.987
IND Community Solar Farm 1st Phase,39.6952,-86.3155,17.796,15.593,15.9,16.089,15.603,13.192,14.516
IND Solar Farm (Phase IIA),39.6947,-86.3217,,0,14.043000000000000,14.651,13.747,13.307,12.689
IOS - ERW9,40.595,-74.225,,,,,2.832,8.439,8.842
IOS - MEW Phase 1,44.804,-69.838,,,,,4.981,5.758,4.9
IVC Solar,32.8319,-115.5066,,,,,5.78,3.463,4.09
Imboden Solar Garden,39.7868,-104.5836,,,,,,1.683,6.357
Imclone Solar Electric Facility,40.555,-74.7094,,8.724,13.128,13.582,12.474,11.751,12.342
Imperial Solar Energy Center South,32.6633,-115.6583,155.691,323.788,319.741,294.19100000000000,280.649,274.473,281.50100000000000
Imperial Solar Energy Center West,32.7722,-115.7793,,,,315.255,390.616,377.26300000000000,394.891
Imperial Valley Solar  LLC,32.6711,-115.5873,37.160000000000000,500.555,538.6850000000000,536.525,536.083,493.285,273.644
Imperial Valley Solar Co (IVSC) 2  LLC,33.2522,-115.4975,,,18.588,49.654,48.291000000000000,48.557,47.353
Imperial Valley Solar Company 1 LLC,33.2458,-115.4967,54.528,52.446,52.626,52.939,51.706,43.915,47.504
Independence II Solar Farm,39.04,-94.27,,,,,,7.654,14.632
Independence Solar Farm,39.1171,-94.2882,,,,,4.64,5.103,5.074
Indian River Solar Center,27.5733,-80.5782,,,,,15.15,162.704,157.633
Indianapolis Motor Speedway Solar PV,39.79,-86.2336,,6.2469,14.568,14.145,14.081,13.366,12.755
Indy Solar I  LLC,39.6628,-85.9856,0.335,17.504,17.531,17.812,16.159,15.424,14.812000000000000
Indy Solar II  LLC,39.6628,-85.9856,0.28800000000000000,17.527,17.829,17.378,16.580000000000000,15.766,15.398
Indy Solar III  LLC,39.6594,-86.2597,0.355,15.083,14.791,17.378,14.355,13.727,13.472
Innovative Solar 31,34.5394,-78.7554,,,,,62.672000000000000,62.937000000000000,52.119
Innovative Solar 37,34.8383,-79.9439,,,,,91.069,154.02100000000000,150.567
Innovative Solar 42,34.8476,-78.8774,,,,,27.748,133.352,131.685
Innovative Solar 43  LLC,34.53,-78.3048,,,,0,69.655,69.45700000000000,76.003
Innovative Solar 44,34.859,-79.108,,,0.218,8.8,9.503,8.324,8.21
Innovative Solar 46,34.9182,-78.9436,,,,1.8920000000000000,155.978,146.28381,149.85
Innovative Solar 47,34.8019,-79.3324,,,,,55.147,72.75,70.617
Innovative Solar 48,34.7116,-79.3024,,,0.249,9.214,9.707,8.711,8.569
Innovative Solar 54,35.2137,-77.7124,,,,,,0.74,99.75724000000000
Innovative Solar 55,34.695,-79.216,,,,,0,4.2090000000000000,8.877
Innovative Solar 6,35.6575,-82.7103,,,,5.777,3.188,5.664,6.462
Innovative Solar 63  LLC,35.3917,-77.6204,,,,7.214,9.315,8.523,9.011000000000000
Innovative Solar 64,35.041,-78.3297,,,,9.15,9.461,8.685,9.099
Innovative Solar 65,34.7587,-79.5,,,,0.084,8.122,9.029,8.825000000000000
Innovative Solar 67,34.6233,-78.0054,,,,,,0.222,73.31679
Intel - Ocotillo Campus Solar,33.2433,-111.8924,,,,,0,4.722,3.8040000000000000
Intel Folsom Phase 3,38.646,-121.1626,,,,1.5350000000000000,8.539,9.077,8.13
Interstate Solar Energy Center,27.5,-80.44,,,,,,,137.269
Iron Horse Solar 4  LLC,42.58,-71.2603,,,,,4.248,7.014,7.426
Iron Springs Solar  LLC,37.7212,-113.1516,,,,114.476,212.005,211.796,208.22400000000000
Ironwood Solar LLC,33.565,-114.9181,6.033,6.2010000000000000,4.803,8.629,9.072000000000000,9.475,9.333
Ivanhoe Solar,36.3875,-119.255,,6.722,6.945,6.835,6.583,6.408,6.593
Ivanpah 1,35.5331,-115.4525,0,0,209.97500000000000,255.655,239.526,242.476,243.037
Ivanpah 2,35.5561,-115.4686,0,0,219.044,199.68200000000000,236.82400000000000,277.05400000000000,271.64200000000000
Ivanpah 3,35.5808,-115.4825,0,0,224.103,247.702,243.788,276.326,257.53500000000000
JBAB - Washington DC,38.8527,-77.0093,,,,,,,7.126
JMB Mcguire-Dix-Lakehurst Solar Project,39.9928,-74.6369,14.531,14.225,14.342,14.301,13.514000000000000,13.012,13.033
Jackson Solar Farm,35.75,-77.83,,,,,15.63,16.829,17.146
Jacksonville Solar,30.3207,-81.9564,21.397000000000000,21.048000000000000,20.005,20.587,20.335,17.67,18.314
Jacob Solar,36.2922,-79.6214,,,,2.387,9.168000000000000,8.837,9.045
Jacobson 5 MW Solar,35.3045,-114.0118,,,,,7.863,7.79,9.46
Jacobstown,40.0637,-74.5824,,1.366,8.355,8.532,7.904,7.668,8.026
Jacumba Solar Farm,32.6212,-116.129,,,,,21.941,50.245000000000000,44.139
Jakana Solar,35.8753,-77.0811,,0.65142,9.418000000000000,9.38,9.828,8.952,9.581
Jamesville Road Solar  LLC,35.8454,-76.8015,,,,,,,2.138
Jersey Holdings,34.5643,-79.0375,,,,,0.111,9.512,8.823
Johnson Matthey  Inc. Solar,39.8253,-75.2197,6.4670000000000000,6.7940000000000000,6.928,7.051,6.3340000000000000,6.397,7.214
Johnson Solar CSG,43.9121,-96.187,,,,,,7.832,7.55
Johnstown Solar 1  LLC,43.0724,-74.3228,,,,,,,0
Junction Road,40.5237,-74.8434,,,,4.236,6.876,6.672,7.364
KDC Solar ASGM,39.4097,-75.2185,,,,,,,3.8200000000000000
KDC Solar CSCP LLC,40.2378,-74.3144,,,,,,,1.03
KDC Solar PR1  LLC,40.1367,-74.4397,,,,,,,15.491
KIUC Kapaia PV and BA Storage Project Hybrid,21.9973,-159.3792,,,,,0,0,21.882
KRS I Anahola Solar Hybrid,22.1317,-159.3031,,,6.925,-41.889,21.171,18.913,17.648
KRS II Koloa Solar,21.9008,-159.45,,10.412,18.014,0,0,0,17.726
Kalaeloa Renewable Energy Park,21.3281,-158.04,,8.826,9.137,8.91792,8.385300000000000,8.019,8.07
Kalaeloa Solar Two,21.32,-158.0869,10.868,11.366,11.406,11.725,10.807,10.437,11.269
Kathleen Solar,35.5138,-78.8024,,,,,,0.8140000000000000,9.319
Kawailoa Solar,21.624,-158.055,,,,,,,6.019
Kayenta Solar Project,36.7719,-110.2639,,,,,51.17,74.615,78.967
Kearney NPPD Solar Project,40.7217,-99.0412,,,,,,11.083,10.596
Kearsarge Amesbury Hybrid,42.8374,-70.9387,,,,,,,0
Kearsarge Concord II,42.4493,-71.4204,,,,,,6.684,7.109
Kearsarge Montague,42.5864,-72.5635,,,,,,1.877,7.017
Kearsarge SKSC1 LLC,41.4716,-71.4945,,,,,,0.739,6.599
Kearsarge SKSC2 LLC,41.4983,-71.5334,,,,,,0.725,5.587
Kearsarge Southwick LLC,42.0163,-72.7752,,,,6.390000000000000,5.922,5.587,6.01
Keen Farm,35.4267,-78.4,,,0.15,9.217,9.564,9.025,8.971
Kelford,36.1542,-77.2185,,,,4.992,7.212,7.634,7.765000000000000
Kelford,36.1481,-77.2119,,,0,45.034,43.985,42.958,34.843
Kelly Solar  LLC,36.3912,-78.449,,,,,,3.322,9.699
Kenansville Solar Farm  LLC,34.97,-77.9761,,0.001,7.219,8.002,7.727,7.389,7.488
Kennedy Solar  LLC,35.0123,-78.0922,,,,,5.243,9.132,8.895
Kenneth Solar,36.4338,-78.1526,,,,5.017,5.229,4.82,4.949
Kettleman Solar -Centaurus,36.0508,-119.9475,,,21.317,55.998000000000000,51.073,53.909,53.218
Keystone Solar,39.8611,-76.2211,8.370000000000000,8.042,8.399000000000000,8.35,7.844,7.064,7.8660000000000000
Kingbird A Solar LLC,34.819,-118.432,,,,42.079,59.398,60.695,57.448
Kingbird B Solar  LLC,34.8242,-118.4385,,,,39.681,59.275,59.15,54.746
Kings Bay Solar Facility,30.8349,-81.5636,,,,3.64,59.697,55.206,59.43
Kingsburg Solar,36.5053,-119.5403,0.132,7.525,7.519,7.515000000000000,7.3580000000000000,7.037,7.112
Kinsley Landfill Solar,39.7933,-75.1064,,,12.356,14.92,13.618,12.977,14.363
Kinston Davis Farm,35.2184,-77.6426,,,,9.584,9.422,8.784,8.918000000000000
Kinston Solar,35.3514,-77.4723,,,1.814,7.839,9.506,8.845,8.782
Kirkwall Holdings,34.9889,-78.1375,,,,8.907,9.751,9.195,9.341000000000000
Knaggs Brothers Farm,42.7304,-73.9691,,,,,,,6.316
Knouse Solar Project 1,40.0264,-77.2344,4.345,4.234,4.4190000000000000,4.1850000000000000,4.0200000000000000,3.7600000000000000,4.102
Kojak Farm,35.7991,-78.1022,,,,5.672,9.55,8.825000000000000,8.889
Kokomo Solar 1  LLC,40.473,-86.146,,,,0.294,8.715,8.263,8.048
Koppelman Sun CSG,44.1826,-93.8763,,,,,0.663,8.725,8.255
Kramer Solar CSG,44.747,-94.7057,,,,,0.029,5.3790000000000000,5.168
L&D Landfill Solar,39.9803,-74.7703,,,0,16.661,16.59,15.753,16.708000000000000
LKL BLBD  LLC,28.0664,-82.0175,,,4.436,10.637,11.352,10.656,11.061
LaFayette Solar Farm,32.8763,-85.3882,,,,,5.773,160.946,167.107
Lady Slipper Solar Array CSG,44.5544,-92.6617,,,,,,,5.923
Laho Solar Plant,38.2914,-113.0356,,,0,6.0680000000000000,5.577,6.42,6.221
Lahr 1  LLC,45.4312,-94.426,,,,,0.443,7.688,6.968
Lake Emily Solar,44.3204,-93.9032,,,,0,5.947,8.517,8.131
Lake Hancock Solar,27.7191,-82.0339,,,,,,,33.421
Lake Placid Solar Power Plant,27.3311,-81.364,,,,,,,4.17
Lake Pleasant WTP,33.8206,-112.24,11.118,14.97,13.276,15.235,14.949,14.787,14.631
Lake Pulaski Solar,45.1959,-93.8121,,,,0,9.591000000000000,13.248000000000000,12.648
Lakeland Electric Co. (FL) - Airport II,27.9911,-82.0473,,,6.006,6.056,,,
Lamesa II,32.7133,-101.8852,,,,,,12.403,120.005
Lamesa Solar,32.7156,-101.9265,,,,,193.59900000000000,239.513,238.393
Lampwick,30.8722,-99.5373,,,,,,,0
Lancaster,34.7434,-117.9722,,,,,,0,7.641
Lancaster Dry Farm Ranch B,34.7169,-118.2894,,0.879,13.258000000000000,12.98,12.836,12.892,12.975
Lancaster Little Rock,34.5994,-117.9328,,0,12.376,12.934000000000000,12.841000000000000,13.013,12.671000000000000
Lancaster WAD B,34.7802,-118.1933,,,,,6.481,8.227,7.4030000000000000
Lane Solar,35.395,-78.051,,,,,,2.098,9.324
Lang Solar Farm,35.1959,-77.5028,,,,,,,9.123
Langdon Solar Farm  LLC,35.4473,-78.4135,,,,8.978,9.561,8.951,8.791
Langley PV1,35.8019,-77.8489,,0,9.184000000000000,8.919,10.132,9.704,9.665000000000000
Lanier Solar,34.8989,-77.8089,,,,2.8080000000000000,10.051,9.206,9.544
Lanikuhana Solar LLC,21.4287,-158.0236,,,,,,,13.848
Lapetus,32.4601,-102.6728,,,,,,,3.0460000000000000
Las Vegas Solar Energy Center,35.6433,-105.2067,10.712,10.421,9.713000000000000,10.507,10.128,9.746,9.864
Las Vegas WPCF Solar Plant,36.1344,-115.0353,4.483,6.793,6.878,6.808,6.389,5.8500000000000000,6.51321
Latitude Solar Center,35.3064,-89.1675,,,,,,0.704,31.422
Laurinburg Farm,34.7644,-79.443,,,,10.162,10.082,9.327,8.032
Laurinburg Solar,34.7565,-79.4302,,,1.804,9.442,9.819,9.054,9.061
Lawrence Creek Solar,45.4013,-92.6937,,,,0,5.307,6.726,5.433
LeSun CSG  LLC,44.2134,-93.5524,,,,,,1.088,5.734
Leavenworth Greenworks LLC,40.9253,-72.7633,,,,11.375,17.171,16.931,17.434
Leggett Solar  LLC,36.058,-77.623,,,,0,8.149000000000000,9.918000000000000,10.411
Leicester One MA Solar LLC,42.2228,-71.8786,,,6.12,6.768,6.563,6.361,6.382000000000000
Lemond Solar,44.081,-93.2859,,,,,3.765,8.443,7.989
Lenape II,39.7767,-86.0428,,,0.353,5.748,6.056,5.264,4.681
Lenoir Farm,35.3317,-77.6664,4.243,8.725,8.541,8.626,8.574,8.348,8.215
Lenoir Farm 2,35.35,-77.475,4.511,8.642,8.413,7.186,8.755,8.093,8.009
Leominster (MA)-South Street-R&D,42.6062,-71.1772,,,3.977,0.761,3.968,3.8240000000000000,3.9450000000000000
Leon Solar,33.1611,-96.2397,,,,,0,19.395,21.514
Lepomis PV Energy LLC,41.8572,-70.5583,,3.4410000000000000,6.567,7.299,6.867,7.16,7.928
Lewiston Solar,36.1411,-77.2111,,0.146,8.093,10.068,9.422,8.93,7.714
Lillington Solar,35.368,-78.801,,,,,1.368,7.636,9.719
Lincoln Solar  LLC (NC),35.3795,-81.8176,,,,0.23700000000000000,9.567,9.375,9.472
Lind Solar CSG,44.8024,-93.9087,,,,,6.973,7.4990000000000000,6.954
Lindberg FIeld Solar,32.7292,-117.2077,,,0.137,5.399,5.186,3.253,4.928
Lindsay Solar,36.2119,-119.1339,,7.7540000000000000,7.912,7.836,7.452,7.238,7.3790000000000000
Lindstrom Solar CSG,45.3199,-92.7966,,,,,,3.626,4.99
Lithia Solar,27.7533,-82.1647,,,,,,6.815,124.07000000000000
Little River PV 1,35.5389,-79.8042,,,0,7.311,9.463000000000000,8.472,8.941
Little Rock Pham Solar,34.6002,-117.9475,,,0,9.038,9.13,8.522,7.7620000000000000
Littlefield Solar Center LLC,35.4339,-77.4381,,,0.006,9.425,9.669,8.612,9.221
Live Oak Solar  LLC,32.4238,-82.1028,,,,5.929,99.09100000000000,98.069,102.171
Livingston Solar Canopies,40.5275,-74.4383,9.61,9.19413,9.25848,9.286200000000000,8.901,6.184,7.424
Loggerhead Solar Energy Center,27.2378,-80.5414,,,,,3.407,156.537,155.52700000000000
Loiza Solar Park,18.4134,-65.9028,,,,,,,
Lone Valley Solar Park I LLC,34.3981,-116.8655,,2.068,25.071,22.954,23.826,24.116,23.814
Lone Valley Solar Park II LLC,34.4083,-116.8625,,4.546,53.181000000000000,44.965,50.591,51.332,46.118
Long Farm 46 Solar  LLC,36.467,-77.618,,,,8.18,8.004,7.775,8.848
Long Island Solar Farm LLC,40.8611,-72.8478,51.817,50.822,52.287,53.709,47.311,48.76,50.626
Longboat Solar  LLC,34.541,-117.061,,,,6.921,58.846000000000000,60.361000000000000,52.482
Longview Solar,38.3947,-75.6727,,,,23.894000000000000,27.73,22.82,25.385
Los Lunas Solar Energy Center,34.8331,-106.7724,12.09,16.275,15.274000000000000,15.436,13.438,14.973,15.075000000000000
Lost Hills/Blackwell,35.62,-119.85,,,66.507,91.98400000000000,88.996,90.251,85.405
Luke Solar,33.5261,-112.3794,,,,,,,30.813000000000000
Luning Energy,38.5469,-118.1916,,,,,123.465,129.358,129.679
MC1 Solar,35.8748,-77.1397,,,,2.011,9.616,9.018,9.434000000000000
MCRD Parris Island PV Hybrid,32.3294,-80.6947,,,,,,0,19.89
MF Mesa Lane LLC,40.1483,-74.7772,3.9,3.6990000000000000,3.878,4.021,3.598,3.223,3.729
Macho Springs,32.57,-107.48,,87.277,135.824,143.733,142.179,139.836,138.876
Macys Goodyear,33.4091,-112.4146,5.427180000000000,5.639,5.472720000000000,5.31531,4.9896,5.2767,4.90149
Magpie Solar  LLC,46.2914,-108.9379,,,,,0.779,5.885,5.2330000000000000
Malech Solar Farm,37.2287,-121.7386,,,,,,,5.643
Manalapan Village Solar,40.2567,-74.3497,4.719,4.434,4.501,4.572,4.242,3.954,4.218
Manatee Solar Energy Center,27.6075,-82.3553,,,,0,168.678,166.23,164.3
Manning PV 1,36.1192,-79.5214,,,,,,0.432,9.079
Manway Solar Farm,34.7458,-78.4294,,,0.464,8.822000000000000,10.272,7.931,9.376
Manzano Solar,34.7467,-106.6544,3.508,18.826,18.078,18.799,18.901,18.631,18.061
Maple Solar,39.4875,-74.9808,4.029,4.031,3.984,3.986,4.03,4.087,4.103
Mapleton Community Solar,43.9289,-93.9561,,,,,3.052,5.43,4.225
Maricopa West Solar PV  LLC,35.1153,-119.3178,,,2.985,52.566,47.739000000000000,49.449,45.108000000000000
Marietta,33.9432,-97.1086,,,,,4.556,5.559,5.8100000000000000
Marin Clean Energy Solar One,37.9453,-122.3772,,,,,0.496,20.236,20.212
Marine Corps Logistics Base Solar,31.5607,-84.0933,,,,,,48.929,58.606
Mariposa Solar Center LLC,35.3739,-81.0869,,,,2.172,9.735,9.269,9.176
Market Farm,36.3903,-79.6472,,1.123,8.646,9.273,8.836,8.323,7
Marlin Solar,31.2867,-96.8772,,,,,0,9.402000000000000,10.567
Marmas Solar CSG,45.5561,-94.1171,,,,,,3.98,5.9990000000000000
Mars Solar,27.4216,-98.835,,,,,,,6.795
Marshall Solar Energy Project,44.4753,-95.669,,,,,111.708,107.408,96.634
Marshfield PV,42.1117,-70.7094,0.045,4.95,5.369,5.558,5.212,4.714,4.831
Marshville Farm,34.9889,-80.3836,1.147,8.878,8.479000000000000,8.867,8.459,7.001,7.651
Martin Creek Farm LLC,36.2864,-78.3861,,4.595,5.565,5.61,5.609,5.285,4.941
Martin Solar Center,37.8805,-78.0492,,,,,0.277,8.793000000000000,9.292
Maryland Solar,39.5631,-77.7203,10.394,36.084,36.536,37.943,35.735,34.233000000000000,34.739
Mass Midstate Solar 1,42.2197,-71.8783,,4.534,7.446,7.633,6.269,6.355,7.3340000000000000
Mass Midstate Solar 2,42.1704,-72.2001,,4.438,7.1770000000000000,7.373,6.95,6.502,6.896
Mass Midstate Solar 3,42.2197,-71.8786,,3.737,6.274,6.363,5.97,5.8870000000000000,6.215
Maxton Solar  LLC,34.7147,-79.3146,,,,2.0180000000000000,10.337,9.397,9.457
Maywood Photovoltaic Project,39.7439,-86.2181,,9.401,10.923,13.30857,11.61468,11.23848,10.909800000000000
McCallum Farm,34.5439,-79.3,2.299,9.239,9.1,9.279,9.501,8.473,8.393
McCoy Solar Energy Project Hybrid,33.6947,-114.7397,,,74.59100000000000,694.378,745.186,700.907,721.339
McCullough Road Solar Farm,40.7576,-74.9582,,,,,,,6.297
McDonald Solar Farm  LLC,39.5946,-87.474,,,0.002,9.492,9.126,9.041,5.915
McGoogan Farm  LLC,34.8887,-79.0627,,,,9.9,10.278,9.417,9.376
McGraw Hill Solar,40.2797,-74.5564,18.658,17.694,18.106,17.961000000000000,17.154,16.536,18.055
McGrigor Farm Solar,35.0198,-78.3501,,,,,,,0.404
McKenzie Farm,34.3239,-78.6919,,9.911,9.808,8.287,9.932,8.096,9.225
Meadow Lake Solar Energy Center,34.81,-106.52,,,21.121,24.628,24.794,24.828,23.748
Meadow Solar,42.2301,-71.1333,,,,0,4.133,4.139,4.337
Meadowbrook Solar Farm,35.5554,-80.3859,,,,0.47600000000000000,9.635,9.099,9.244
Meadows PV 1,35.8369,-77.1269,,,,15.427,33.26,34.282000000000000,34.244
Melinda Solar,36.2487,-78.3475,,,1.62,8.765,8.921,8.249,8.417
Merced 1 PV,36.9895,-120.8781,,,,,,4.336,6.152
Mercer County Community College,40.2558,-74.6453,1.73,10.782,11.081,11.099,10.459,9.622,10.828
Meridian II,32.5533,-88.5804,,,,,,,0.92
Meridian III,32.454,-88.5495,,,,,,,9.92
Meriwether Farm,36.2889,-78.6046,,,,2.642,9.368,9.202,9.559000000000000
Mesquite Solar 1,33.3418,-112.904,413.611,408.218,397.599,408.25,413.734,415.004,407.345
Mesquite Solar 2  LLC,33.3328,-112.9114,,,,13.255,290.897,285.023,256.047
Mesquite Solar 3  LLC,33.3476,-112.9368,,,,21.06,440.6,445.789,445.637
Miami Dade Solar Energy Center,25.64,-80.49,,,,,,,140.848
Michael Solar,45.6675,-94.7083,,,,,0.629,7.033,6.316
Middle Daisy,32.9786,-103.3713,,,,,0.992,13.662,13.06
Middlesex Apple Orchard Solar,40.4264,-74.4922,5.625,4.95,7.8100000000000000,7.875,7.426,7.0360000000000000,7.541
Middleton Solar Park,42.5817,-70.9987,,,,,,,7.232
Midway Solar - TX,30.9955,-102.2235,,,,,,9.399000000000000,333.604
Midway Solar Farm 1,33.1766,-115.5728,,,,,0,140.843,130.023
Midway Solar Farm II,33.1621,-115.5317,,,,,71.792,86.782,80.381
Midway Solar Farm III,33.1548,-115.5449,,,,,,11.888,40.396
Mile Farm,36.2306,-78.9496,,5.2330000000000000,9.073,9.622,9.059000000000000,8.447000000000000,8.001
Milford 2,38.3882,-112.9908,,,0,6.62,6.518,7.203,6.102
Milford Flat Solar Plant,38.2914,-113.0083,,,2.582,5.274,5.776,6.293,6.089
Milford Solar Farm,38.9231,-75.4533,21.152,20.535,19.293,20.325,19.922,18.732,19.447
Milford Solar Farm (NJ) LLC,40.615,-75.1565,,,,,,,2.102
Mill Creek Solar,40.0314,-74.8247,5.589,5.704,5.817,5.7490000000000000,5.237,5.0120000000000000,5.005
Mill Pond Solar  LLC,35.8294,-76.7908,,,,,,,3.004
Mill Pond Solar Farm  LLC,34.3071,-78.7015,,,,,1.863,8.208,9.952
Millbury Solar,42.1647,-71.795,,3.696,4.6610000000000000,4.8100000000000000,4.356,4.323,4.874
Millikan Farm,35.8177,-79.7711,,,,,10.005,9.412,9.667
Millington Solar Farm,35.3515,-89.8547,,,,,,0.029,104.47008000000000
Mills Anson Farm,34.9681,-79.9358,,,,5.6160000000000000,9.697000000000000,8.677,8.689
Milo Solar,36.1489,-79.3489,,,,3.664,5.941,5.271,5.7250000000000000
Minnie Solar,35.9481,-79.3619,,,,3.6270000000000000,5.805,4.9830000000000000,5.567
