name,latitude,longitude,2013,2014,2015,2016,2017,2018,2019
Van Slyke Solar Center  LLC,35.777,-77.8805,,0.201,9.124,9.952,9.608,9.059000000000000,9.346
Vance Solar Farm  LLC,36.2585,-78.412,,,,8.664,9.17,8.492,8.836
Vandenberg Solar Project,34.7497,-120.51,,,,,1.514,45.665,42.899
Vaughn Creek PV1,36.451,-77.1206,,,,,0,37.733000000000000,42.293
Vega Community Solar,45.3828,-95.2037,,,,,1.5290000000000000,9.128,7.9190000000000000
Vega Solar,36.9258,-120.82,,,30.651,52.293,50.94,51.426,49.155
Vermillion River_MN_GRE DEA-GM,44.5998,-93.1361,,,,,,,0.012
Vicksburg Solar,36.325,-78.3431,,,5.446,9.025,8.946,8.573,8.525
Victor Dry Farm Ranch A,34.5011,-117.4667,,,4.906,10.665000000000000,10.043000000000000,10.079,9.994
Victor Dry Farm Ranch B,34.4978,-117.4711,,,4.857,10.188,10.071,10.163,9.86
Victory Solar LLC,39.795,-104.433,,,,1.162,29.146,29.678,29.236
Vilas Solar Array,37.384,-102.466,,,,,0.198,7.3260000000000000,9.341000000000000
Vineland Mays Landing Solar,39.4175,-74.9739,6.969,6.76,7.105,7.03,6.728,6.353,6.706
Violet Solar,35.4011,-80.4185,,,,,,0.009,8.790000000000000
Vista Solar Energy Center,34.741,-106.655,,,,,,,22.967
Volkman Road Solar Array Hybrid,38.1492,-87.5482,,,,,,0,3.835
Volkswagen Solar System,35.0975,-85.1269,13.302,13.951,12.931000000000000,14.305,12.864,11.63,12.382
Vuelta Solar,42.2376,-72.0375,,,,5.652,7.0280000000000000,6.607,6.889
WED GW Solar  LLC,41.937,-71.4876,,,,,,,3.884
WED Kingstown Solar I - East Array,41.4923,-71.6191,,,,,0,3.684,4.567
WSMR I,32.3958,-106.4772,8.588000000000000,0.009,8.03,8.775,6.484,7.564,6.406
Wabasha Holdco Solar CSG,44.3671,-92.0193,,,,,4.622,4.775,3.614
Waco Farm,35.3522,-81.4261,,9.67,8.982,9.73,9.133000000000000,8.703,8.444
Wadesboro Farm 1,34.9911,-80.0973,,,,9.843,9.734,9.062,8.905
Wadesboro Farm 2,35.0234,-80.0932,,,,4.7,10.005,9.439,9.525
Wadesboro Farm 3,34.9694,-80.051,,,,7,10.294,9.435,9.603
Wadesboro Solar,34.9739,-80.029,,,,,0.039,3.9170000000000000,10.103
Wagstaff Farm 1,36.4587,-78.9567,,9.229000000000000,9.017,9.74,9.283,8.782,8.135
Waihonu North Solar,21.4706,-158.0133,,,,4.055,10.141,8.117,8.338000000000000
Waipio Solar,21.456,-157.982,,,,,,,16.354
WakeSun LLC,45.4729,-94.4064,,,,0,5.023,4.901,4.524
Wakefield Solar,35.8142,-78.3124,,,,,0,9.487,10.083
Walnut Springs Solar,32.0787,-97.7685,,,,0,10.85,11.963000000000000,11.921
Walt Disney World Solar Facility,28.3737,-81.5626,,,,7.426,8.362,8.337,6.731
Walters Solar (FLS 260),34.4969,-79.0489,,,1.905,8.846,9.621,8.937,8.745000000000000
Wareham Solar PV,41.78,-70.75,,,,,,0.17300000000000000,5.686
Warren Solar Farm LLC,35.252,-78.369,,,,,,,4.323
Warrenton Farm,36.415,-78.1711,7.886,7.687,7.562,7.75,7.883,7.0920000000000000,8.232
Warrenton I Solar,36.412,-78.178,,,,,,0,7.432
Warsaw Farm,35.0056,-78.1258,,,4.182,61.102000000000000,115.98100000000000,112.927,118.516
Waseca Solar,44.0924,-93.531,,,,0,8.442,19.882,17.709
WasecaSun,44.0514,-93.3865,,,,,,7.666,8.201
Washington Airport Solar LLC,35.5653,-77.0536,,8.374,9.472,9.667,9.646,9.089,9.077
Washington Millfield Solar  LLC,35.4994,-76.8336,0.307,9.678,9.552,9.686,9.951,9.189,6.018
Washington White Post Solar LLC,35.5052,-76.8484,22.1,21.738,21.504,22.506,22.456,21.361,20.075
Waterville CSG Solar Holdings LLC,44.1971,-93.5712,,,,,,6.581,6.557
Watervliet PV,42.19,-86.23,,,,0.605,7.716,7.368,6.127
Watson Seed Farm PV1,36.1297,-77.7214,,,0,33.551,34.499,34.766,34.365
Watts Farm,34.7269,-79.3353,9.665000000000000,8.993,8.58,8.875,9.318,8.398,8.06
WaveSun Community Solar,45.0608,-93.9802,,,,,0.28,8.551,7.628
Wayne Solar I LLC,35.2211,-78.019,,,,9.234,9.193,8.525,6.33
Wayne Solar II LLC,35.3156,-78.0795,,,,9.704,9.156,8.673,8.649000000000000
Wayne Solar III LLC,35.3244,-77.8712,,,,8.872,9.043000000000000,8.035,8.434000000000000
Webberville Solar Project,30.2385,-97.5088,58.978,57.96,53.729,44.091,62.444,57.22,56.483000000000000
Webster Holdco Solar CSG,44.5297,-93.4106,,,,,3.895,7.447,7.054
Wellons Farm,35.5117,-78.2911,,,,9.15,9.790000000000000,10.256,9.502
Wendell Solar Farm LLC,35.7346,-78.355,,,,,,,1.745
West Brookfield Solar - Gilbertsville Rd CSG,42.2725,-72.2103,,,,,3.1670000000000000,5.603,5.598
West Dubuque Solar,42.4918,-90.7922,,,,,0.672,2.851,5.062
West Faribault Solar,44.2749,-93.3106,,,,0,8.870000000000000,9.515,8.886000000000000
West Gates Solar Station,36.1422,-120.1325,13.404,23.405,22.148,22.441,21.555,21.699,18.063
West Loch Solar One,21.3403,-158.0151,,,,,,,4.5360000000000000
West Moore Solar II,33.619,-96.627,,,,,,0,8.422
West Pemberton,40.0067,-74.7303,,6.304,12.092,12.505,11.562,11.282,10.955
West Salisbury Farm LLC,35.6683,-80.5236,,,1.976,9.35,8.901,8.533,6.008
West Siler Farm LLC,35.7214,-79.5044,,,,,9.521,8.965,9.244
West Street Solar 1 LLC,42.595,-72.0446,,,,,,,0
West Tennessee Solar Farm,35.4086,-89.3875,5.095,5.7940000000000000,5.8180000000000000,6.051,5.66,5.011,3.928
West Waconia Solar,44.7899,-93.9013,,,,0,9.732,14.918000000000000,13.639000000000000
West of the Pecos Solar,31.4308,-103.7289,,,,,,,5.765
Western Antelope Blue Sky B,34.7321,-118.3136,,,,4.135,53.958,57.215,54.954
Western Antelope Blue Sky Ranch A,34.6817,-118.3247,,2.084,52.141,52.202,52.725,53.209,51.434000000000000
Western Antelope Dry Ranch,34.6889,-118.3203,,,,1.83,27.138,26.416,26.629
Westford Solar Park,42.6364,-71.4194,5.844,5.482,5.363,5.944,5.408,5.139,5.195
Westlands Solar PV Farm,36.1381,-120.0758,,43.05015,45.721000000000000,45.434,43.273,43.992000000000000,42.854
Westmont 300B,33.7661,-118.2847,,,,0,4.175,4.157,5.285
Westside Solar Station,36.3787,-120.1249,32.642,32.102000000000000,28.713,30.612000000000000,25.383,28.708000000000000,27.663
Weymouth Solar Plant,34.1086,-117.7822,,,,2.832,6.095,5.7,4.987
Whitakers,36.1272,-77.7344,,,0.033,26.537,27.922,26.311,26.886
Whitakers Farm (Fisher Rd),36.1155,-77.7251,,,,2.85,6.481,6.003,6.0760000000000000
White Cross Farm,35.9071,-79.1883,1.935,8.656,8.445,8.75,8.715,8.091,8.184000000000000
White Farm Solar  LLC,36.3476,-77.2224,,,,2.588,10.162,8.903,9.978
White Oak Solar  LLC,33.0368,-82.1113,,,,68.895,159.286,150.597,152.616
White Pine Solar  LLC,32.506,-84.257,,,,74.74,206.488,191.856,200.621
White River Solar,35.8714,-119.4625,29.311920000000000,53.678000000000000,52.967,53.008,51.898,51.875,47.21
White River Solar 2,35.8747,-119.0461,,11.177,53.054,52.875,51.177,49.689,49.903
Whitehouse Solar Farm,38.023,-77.972,,,,0.99,35.636,28.485,37.031
Whitesboro Solar,33.6165,-96.8687,,,,,0,10.052,11.018
Whitesboro Solar II,33.6249,-96.8675,,,,,0,9.894,10.998000000000000
Whitetail Solar 1,40.1414,-77.6097,,,,,,,0.021
Whitethorn Solar LLC,37.691,-121.717,,,,5.7940000000000000,6.305,6.1770000000000000,5.69
Whitewright Solar,33.4982,-96.3789,,,,,0,20.396,21.745
Whitney Point Solar,36.3769,-120.1385,,,,,36.941,52.778,51.662
Wildberry,35.0582,-89.3686,,,,,,11.693,28.274
Wildflower Solar Energy Center,27.3162,-81.7839,,,,,25.368000000000000,166.413,162.576
Wildwood Solar I  LLC,35.6158,-119.5783,,,44.523,46.550000000000000,45.672000000000000,49.870000000000000,49.523
Wildwood Solar II,35.63,-119.5739,,,,0,40.417,41.053000000000000,39.211
Wilkinson Solar LLC,35.5968,-76.7638,,,,,,,3.435
Williams-Sonoma Solar Facility,40.3878,-74.4553,4.557,4.456,4.621,4.447,4.231,4.103,4.485
Williamsburg,42.4259,-72.769,,,,,,,1.837
Williamston Solar,35.8011,-77.0631,,0.31977,9.253,10.171,9.888,9.022,8.03
Williamston Speight Solar  LLC,35.8875,-77.1642,,,,1.419,29.593,25.698,32.294000000000000
Williamston West Farm  LLC,35.8365,-77.108,,,,3.11,8.664,8.636000000000000,9.063
Willow Spring Solar  LLC,34.8267,-118.3352,,,,,,,288.115
Wilson Farm 1,35.8036,-77.8736,3.935,8.64,8.272,8.75,8.907,7.71,7.823
Wilson Solar Farm 1,35.7,-77.9,,,,,4.8020000000000000,5.966,5.9510000000000000
Wilson Solar Farm 2,35.683,-78.016,,,,,7.554,8.581,8.567
Wilson Solar Farm 3,35.78,-78,,,,,11.256,16.18,16.116
Wilson Solar Farm 4,35.7,-78,,,,,12.908,16.789,16.888
Wilson Solar Farm 5,35.68,-77.87,,,,,11.552,17.016000000000000,17.001
Wilson Solar Farm 6,35.68,-77.87,,,,,11.611,18.523,18.52
Wilson Solar Farm 7,35.75,-78,,,,,12.973,17.185,17.29
Windhub Solar A LLC,35.0199,-118.2879,,,,,,,1.241
Windmar Ponce,18.0623,-66.5485,,,,,,,
Windsor Cooper HIill Solar  LLC,35.9819,-76.9178,,,0.166,4.394,8.175,8.315,9.959
Windsor Solar,36.0169,-76.8831,,0.21978,9.516,10.015,9.744,9.336,9.564
Winton Solar,36.375,-76.9389,,,,7.868,6.1770000000000000,9.179,8.682
Wistaria Ranch Solar,32.676,-115.619,,,,,,15.374,292.64
Woodland Church Farm,35.0583,-77.8536,,,0.3,9.234,9.579,8.771,8.795
Woodland Solar,36.3419,-77.2211,,,,6.058,9.479000000000000,8.763,9.583
Woodland Solar Farm,36.89,-76.611,,,,0.5630000000000000,27.546,27.099,32.633
Woodleaf Solar Facility,35.7244,-80.6084,,,,,,0,7.574
Woodline Solar,42.2364,-121.5777,,,,,0.133,14.513,18.057
Woodmere Solar Farm,35.3231,-118.8214,,,2.602,35.917,36.550000000000000,35.084,36.444
Woods Hill Solar,41.8318,-71.9199,,,,,,22.782,23.733
Worcester Landfill,42.219,-71.791,,,,,5.565,8.119,8.33
Wortham Solar Farm,36.3525,-78.3763,,,,2.196,8.979000000000000,8.783,9.116
Wright Cuddyer CSG,45.1831,-93.7341,,,,,,0.608,5.54
Wright Kirby 1-5 CSG,45.259,-93.791,,,,,,,4.7170000000000000
Wright Solar Park,37.0094,-120.9572,,,,,,,0.881
WrightSun CSG  LLC,45.2164,-93.7184,,,,,,0.427,7.072
WyEast Solar,45.5846,-120.5999,,,,,,6.949,18.826
Wyandot Solar Farm,40.8795,-83.3171,14.203000000000000,14.593,14.582,14.398,13.609,13.045,12.511000000000000
Wye Mills VNEM CSG,38.9404,-76.0457,,,,2.056,20.555,17.862000000000000,18.011
Wyoming 2 CSG  LLC,45.35,-92.95,,,,,,5.344,7.057
XPF Solar Field,35.9117,-78.8733,,0.257,5.019,5.208,5.156,4.641,4.804
Yadkin 601 Farm,36.1992,-80.6972,,,5.75,5.249,5.538,5.283,5.3180000000000000
Yadkinville Solar,36.1373,-80.596,,,0,6.68,6.605,6.291,4.093
Yanceyville Farm,36.4394,-79.2789,0.28600000000000000,8.751,8.870000000000000,9.371,8.967,8.290000000000000,7.963
Yanceyville Farm 2 LLC,36.4139,-79.3169,,,6.339,9.6,9.413,8.792,6.551
Yanceyville Farm 3  LLC,36.4286,-79.3489,,,0.029,9.204,9.234,8.626,8.693
Yardville Solar Farm,40.1688,-74.6567,5.4670000000000000,5.46,5.675,5.769,5.312,5.016,5.121
Yellow Jacket,31.9338,-97.6537,,,,,,0.47300000000000000,9.21
ZV Solar 1,34.8,-79.2,,,,4.902,4.141,9.678,9.791
ZV Solar 2  LLC,34.816,-79.2,,,,,4.165,9.024000000000000,9.575000000000000
ZV Solar 3  LLC,34.8162,-79.2002,,,,8.204,10.379,9.396,9.364
